period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-06-20T20,14.53%,32.18%,37.33%,0.01%,15.95%,7.86,26.48
2023-06-20T21,14.29%,30.94%,37.79%,0.00%,16.98%,7.64,25.82
2023-06-20T22,14.51%,30.19%,38.36%,0.00%,16.95%,7.69,26.10
2023-06-20T23,14.59%,30.08%,39.29%,0.00%,16.04%,7.73,26.22
2023-06-21T00,14.26%,31.37%,40.16%,0.00%,14.20%,7.65,25.82
2023-06-21T01,14.63%,32.88%,40.57%,0.00%,11.92%,7.88,26.55
2023-06-21T02,14.79%,33.57%,41.35%,0.00%,10.29%,7.98,26.87
2023-06-21T03,15.36%,33.90%,43.36%,0.00%,7.37%,8.24,27.82
2023-06-21T04,15.73%,34.08%,45.34%,0.00%,4.84%,8.41,28.43
2023-06-21T05,16.05%,33.49%,48.88%,0.00%,1.58%,8.52,28.88
2023-06-21T06,16.62%,35.06%,51.90%,0.00%,-3.59%,8.84,29.94
2023-06-21T07,16.95%,33.63%,52.95%,0.00%,-3.53%,8.91,30.33
2023-06-21T08,17.50%,31.32%,54.91%,0.00%,-3.74%,9.04,30.98
2023-06-21T09,17.66%,30.62%,55.36%,0.00%,-3.64%,9.07,31.17
2023-06-21T10,17.41%,30.63%,54.66%,0.00%,-2.71%,8.97,30.78
2023-06-21T11,16.85%,33.09%,52.86%,0.00%,-2.80%,8.84,30.11
2023-06-21T12,16.47%,34.39%,50.44%,0.00%,-1.30%,8.74,29.64
2023-06-21T13,17.13%,33.72%,48.09%,0.00%,1.06%,8.99,30.62
2023-06-21T14,17.93%,34.65%,45.94%,0.00%,1.48%,9.38,31.99
2023-06-21T15,17.34%,35.91%,43.89%,0.00%,2.86%,9.19,31.17
2023-06-21T16,16.91%,33.52%,42.82%,0.00%,6.75%,8.89,30.25
2023-06-21T17,16.31%,32.92%,41.55%,0.00%,9.21%,8.60,29.24
2023-06-21T18,15.68%,30.43%,40.71%,0.00%,13.18%,8.21,27.98
2023-06-21T19,15.22%,31.37%,39.31%,0.00%,14.09%,8.06,27.34
2023-06-21T20,14.92%,31.42%,38.52%,0.00%,15.14%,7.93,26.87
2023-06-21T21,14.76%,29.78%,38.16%,0.00%,17.31%,7.78,26.45
2023-06-21T22,13.74%,31.49%,38.14%,0.00%,16.63%,7.42,24.99
2023-06-21T23,12.91%,32.95%,38.27%,0.00%,15.86%,7.14,23.81
2023-06-22T00,12.74%,33.86%,39.01%,0.00%,14.39%,7.11,23.64
2023-06-22T01,13.13%,34.19%,40.02%,0.00%,12.66%,7.29,24.29
2023-06-22T02,13.36%,34.49%,41.24%,0.00%,10.91%,7.41,24.68
2023-06-22T03,13.92%,33.50%,43.74%,0.00%,8.84%,7.60,25.48
2023-06-22T04,14.93%,32.52%,46.79%,0.00%,5.76%,7.99,26.99
2023-06-22T05,15.90%,29.10%,50.02%,0.00%,4.98%,8.24,28.21
2023-06-22T06,16.85%,29.28%,53.07%,0.00%,0.80%,8.66,29.75
2023-06-22T07,17.70%,28.53%,55.69%,0.00%,-1.92%,8.99,31.02
2023-06-22T08,18.21%,28.00%,57.32%,0.00%,-3.53%,9.19,31.79
2023-06-22T09,18.41%,27.63%,57.41%,0.00%,-3.44%,9.25,32.07
2023-06-22T10,17.70%,28.88%,56.38%,0.00%,-2.96%,9.00,31.05
2023-06-22T11,17.26%,31.25%,54.50%,0.00%,-3.01%,8.93,30.59
2023-06-22T12,16.94%,31.81%,52.35%,0.00%,-1.11%,8.82,30.14
2023-06-22T13,16.11%,30.82%,49.51%,0.00%,3.56%,8.42,28.72
2023-06-22T14,15.41%,31.53%,47.30%,0.00%,5.75%,8.15,27.66
2023-06-22T15,14.78%,31.02%,45.14%,0.00%,9.07%,7.85,26.61
2023-06-22T16,14.12%,31.41%,43.17%,0.00%,11.30%,7.59,25.59
2023-06-22T17,13.53%,32.24%,41.49%,0.00%,12.73%,7.37,24.74
2023-06-22T18,13.17%,32.10%,40.25%,0.00%,14.47%,7.21,24.15
2023-06-22T19,12.87%,29.99%,39.47%,0.00%,17.67%,6.98,23.46
2023-06-22T20,12.58%,30.55%,38.90%,0.00%,17.96%,6.88,23.05
2023-06-22T21,12.54%,31.03%,38.48%,0.00%,17.96%,6.89,23.04
2023-06-22T22,12.54%,31.19%,38.30%,0.00%,17.97%,6.89,23.05
2023-06-22T23,12.59%,31.16%,38.54%,0.00%,17.71%,6.91,23.13
2023-06-23T00,12.96%,30.47%,39.54%,0.00%,17.04%,7.04,23.65
2023-06-23T01,13.18%,31.67%,40.44%,0.00%,14.71%,7.19,24.11
2023-06-23T02,13.53%,32.44%,41.48%,0.00%,12.56%,7.38,24.75
2023-06-23T03,14.09%,32.52%,43.14%,0.00%,10.25%,7.63,25.66
2023-06-23T04,14.91%,33.08%,46.18%,0.00%,5.84%,8.00,27.01
2023-06-23T05,16.03%,32.38%,50.44%,0.00%,1.16%,8.45,28.73
2023-06-23T06,17.15%,31.98%,53.73%,0.00%,-2.86%,8.92,30.48
2023-06-23T07,17.34%,29.56%,55.71%,0.00%,-2.61%,8.88,30.55
2023-06-23T08,17.77%,27.97%,57.44%,0.00%,-3.18%,8.99,31.09
2023-06-23T09,17.89%,27.45%,57.78%,0.00%,-3.12%,9.02,31.22
2023-06-23T10,17.62%,28.11%,56.92%,0.00%,-2.66%,8.94,30.86
2023-06-23T11,17.03%,30.85%,54.89%,0.00%,-2.78%,8.81,30.19
2023-06-23T12,16.08%,33.26%,51.93%,0.00%,-1.27%,8.52,28.90
2023-06-23T13,15.15%,33.39%,49.16%,0.00%,2.30%,8.12,27.43
2023-06-23T14,14.42%,33.05%,46.69%,0.00%,5.84%,7.79,26.23
2023-06-23T15,13.69%,33.40%,44.19%,0.00%,8.72%,7.50,25.11
2023-06-23T16,13.01%,34.73%,42.12%,0.00%,10.13%,7.27,24.15
2023-06-23T17,12.82%,33.22%,39.86%,0.00%,14.10%,7.11,23.69
2023-06-23T18,13.36%,31.61%,37.91%,0.00%,17.11%,7.27,24.40
2023-06-23T19,15.44%,30.56%,36.47%,0.00%,17.53%,8.11,27.62
2023-06-23T20,16.60%,29.14%,35.83%,0.00%,18.44%,8.54,29.32
2023-06-23T21,18.61%,27.11%,35.41%,0.00%,18.87%,9.31,32.34
2023-06-23T22,19.83%,26.52%,35.32%,0.00%,18.32%,9.81,34.23
2023-06-23T23,19.24%,27.64%,35.67%,0.00%,17.45%,9.61,33.40
2023-06-24T00,19.61%,27.27%,36.87%,0.00%,16.26%,9.75,33.95
2023-06-24T01,19.72%,27.89%,38.16%,0.00%,14.23%,9.83,34.19
2023-06-24T02,18.25%,30.17%,39.90%,0.00%,11.68%,9.30,32.06
2023-06-24T03,17.75%,30.28%,42.29%,0.00%,9.68%,9.09,31.27
2023-06-24T04,18.38%,30.80%,44.70%,0.00%,6.13%,9.39,32.33
2023-06-24T05,16.77%,31.44%,48.76%,0.00%,3.02%,8.73,29.83
2023-06-24T06,16.24%,33.04%,52.77%,0.00%,-2.05%,8.58,29.14
2023-06-24T07,17.06%,30.63%,55.34%,0.00%,-3.03%,8.81,30.20
2023-06-24T08,17.72%,28.43%,57.13%,0.00%,-3.29%,8.99,31.05
2023-06-24T09,18.15%,26.73%,58.70%,0.00%,-3.59%,9.10,31.58
2023-06-24T10,18.21%,25.94%,58.94%,0.00%,-3.09%,9.09,31.59
2023-06-24T11,18.12%,25.89%,58.62%,0.00%,-2.63%,9.04,31.43
2023-06-24T12,17.83%,26.58%,57.60%,0.00%,-2.01%,8.95,31.04
2023-06-24T13,16.61%,29.27%,53.63%,0.00%,0.49%,8.55,29.36
2023-06-24T14,15.14%,33.93%,48.84%,0.00%,2.09%,8.14,27.46
2023-06-24T15,14.13%,35.45%,45.26%,0.00%,5.15%,7.79,26.01
2023-06-24T16,15.08%,33.84%,41.46%,0.00%,9.63%,8.11,27.36
2023-06-24T17,17.66%,32.06%,38.48%,0.00%,11.80%,9.14,31.31
2023-06-24T18,17.90%,31.77%,36.51%,0.00%,13.82%,9.23,31.66
2023-06-24T19,17.35%,32.01%,35.08%,0.00%,15.55%,9.01,30.81
2023-06-24T20,18.21%,30.94%,34.00%,0.00%,16.85%,9.32,32.07
2023-06-24T21,18.68%,31.31%,33.11%,0.00%,16.90%,9.54,32.85
2023-06-24T22,17.91%,31.26%,32.70%,0.00%,18.13%,9.21,31.63
2023-06-24T23,19.00%,30.82%,32.76%,0.00%,17.41%,9.66,33.32
2023-06-25T00,19.02%,31.11%,33.76%,0.00%,16.12%,9.68,33.38
2023-06-25T01,19.19%,30.41%,36.23%,0.00%,14.17%,9.72,33.59
2023-06-25T02,16.94%,34.27%,37.42%,0.00%,11.38%,8.93,30.36
2023-06-25T03,16.03%,34.81%,40.38%,0.00%,8.79%,8.57,28.97
2023-06-25T04,14.89%,34.72%,44.05%,0.00%,6.34%,8.08,27.15
2023-06-25T05,14.84%,34.49%,46.68%,0.00%,3.98%,8.05,27.05
2023-06-25T06,16.00%,33.79%,50.33%,0.00%,-0.12%,8.51,28.83
2023-06-25T07,16.69%,33.44%,52.82%,0.00%,-2.95%,8.79,29.90
2023-06-25T08,17.22%,30.82%,55.51%,0.00%,-3.55%,8.89,30.48
2023-06-25T09,17.39%,30.21%,56.18%,0.00%,-3.78%,8.94,30.70
2023-06-25T10,17.38%,30.27%,55.88%,0.00%,-3.53%,8.94,30.69
2023-06-25T11,17.44%,29.55%,56.30%,0.00%,-3.29%,8.93,30.71
2023-06-25T12,17.17%,30.31%,55.49%,0.00%,-2.97%,8.85,30.36
2023-06-25T13,16.25%,33.65%,51.03%,0.00%,-0.93%,8.61,29.20
2023-06-25T14,15.14%,36.00%,46.96%,0.00%,1.90%,8.24,27.67
2023-06-25T15,15.06%,36.64%,42.54%,0.00%,5.76%,8.24,27.61
2023-06-25T16,18.17%,33.88%,39.21%,0.00%,8.74%,9.45,32.31
2023-06-25T17,19.21%,33.30%,36.84%,0.00%,10.65%,9.87,33.90
2023-06-25T18,20.31%,30.45%,35.35%,0.00%,13.89%,10.21,35.39
2023-06-25T19,20.10%,30.29%,34.40%,0.00%,15.22%,10.11,35.02
2023-06-25T20,19.29%,27.68%,34.16%,0.00%,18.87%,9.64,33.49
2023-06-25T21,17.96%,28.21%,34.18%,0.00%,19.65%,9.09,31.41
2023-06-25T22,15.97%,30.46%,33.83%,0.00%,19.74%,8.34,28.46
2023-06-25T23,15.39%,30.82%,33.77%,0.00%,20.01%,8.11,27.57
2023-06-26T00,15.90%,30.39%,34.38%,0.00%,19.32%,8.30,28.34
2023-06-26T01,16.05%,30.24%,36.83%,0.00%,16.87%,8.36,28.56
2023-06-26T02,13.94%,32.77%,38.19%,0.00%,15.10%,7.57,25.44
2023-06-26T03,13.90%,33.80%,40.40%,0.00%,11.89%,7.60,25.47
2023-06-26T04,14.31%,34.24%,43.57%,0.00%,7.87%,7.80,26.18
2023-06-26T05,15.09%,32.47%,46.90%,0.00%,5.54%,8.05,27.25
2023-06-26T06,15.70%,33.75%,48.82%,0.00%,1.73%,8.38,28.35
2023-06-26T07,16.52%,34.26%,51.39%,0.00%,-2.17%,8.76,29.71
2023-06-26T08,17.11%,32.22%,53.22%,0.00%,-2.56%,8.91,30.45
2023-06-26T09,17.84%,30.99%,53.89%,0.00%,-2.72%,9.17,31.50
2023-06-26T10,17.42%,32.33%,52.76%,0.00%,-2.51%,9.05,30.95
2023-06-26T11,16.86%,34.41%,50.91%,0.00%,-2.18%,8.91,30.26
2023-06-26T12,16.51%,34.34%,49.96%,0.00%,-0.81%,8.75,29.69
2023-06-26T13,15.20%,36.20%,46.25%,0.00%,2.34%,8.28,27.79
2023-06-26T14,14.33%,36.95%,43.14%,0.00%,5.58%,7.94,26.46
2023-06-26T15,14.73%,35.26%,40.62%,0.00%,9.39%,8.03,26.94
2023-06-26T16,14.92%,33.09%,38.96%,0.00%,13.03%,8.01,27.03
2023-06-26T17,14.55%,33.91%,37.23%,0.00%,14.31%,7.89,26.53
2023-06-26T18,14.82%,32.78%,35.55%,0.00%,16.85%,7.95,26.84
2023-06-26T19,16.13%,29.13%,34.64%,0.00%,20.10%,8.34,28.58
2023-06-26T20,15.84%,30.95%,33.55%,0.00%,19.67%,8.31,28.30
2023-06-26T21,15.83%,30.98%,33.15%,0.00%,20.04%,8.30,28.28
2023-06-26T22,15.68%,30.66%,32.76%,0.00%,20.90%,8.22,28.01
2023-06-26T23,15.79%,30.75%,32.91%,0.00%,20.54%,8.27,28.20
2023-06-27T00,16.19%,29.91%,33.85%,0.00%,20.05%,8.41,28.76
2023-06-27T01,16.59%,29.71%,35.29%,0.00%,18.40%,8.57,29.38
2023-06-27T02,17.15%,31.04%,37.25%,0.00%,14.55%,8.87,30.40
2023-06-27T03,17.45%,29.43%,39.82%,0.00%,13.29%,8.93,30.72
2023-06-27T04,15.08%,33.19%,42.39%,0.00%,9.33%,8.09,27.31
2023-06-27T05,15.08%,32.86%,45.79%,0.00%,6.27%,8.07,27.27
2023-06-27T06,15.77%,32.38%,48.26%,0.00%,3.59%,8.34,28.33
2023-06-27T07,16.73%,32.52%,51.19%,0.00%,-0.44%,8.76,29.86
2023-06-27T08,17.28%,31.44%,52.85%,0.00%,-1.57%,8.95,30.63
2023-06-27T09,17.53%,30.52%,53.56%,0.00%,-1.60%,9.01,30.94
2023-06-27T10,17.70%,30.42%,53.24%,0.00%,-1.36%,9.08,31.20
2023-06-27T11,17.73%,31.06%,51.93%,0.00%,-0.73%,9.13,31.33
2023-06-27T12,17.44%,31.28%,50.73%,0.00%,0.55%,9.01,30.88
2023-06-27T13,16.21%,33.52%,46.77%,0.00%,3.50%,8.59,29.13
2023-06-27T14,16.18%,35.03%,43.97%,0.00%,4.81%,8.65,29.23
2023-06-27T15,16.53%,35.58%,41.76%,0.00%,6.13%,8.82,29.84
2023-06-27T16,15.99%,34.51%,40.33%,0.00%,9.17%,8.54,28.88
2023-06-27T17,16.04%,33.79%,37.08%,0.00%,13.08%,8.53,28.89
2023-06-27T18,14.88%,33.85%,35.27%,0.00%,15.99%,8.03,27.05
2023-06-27T19,15.64%,33.22%,33.89%,0.00%,17.26%,8.32,28.19
2023-06-27T20,16.98%,31.92%,32.81%,0.00%,18.29%,8.84,30.20
2023-06-27T21,18.05%,33.12%,29.97%,0.00%,18.86%,9.36,32.04
2023-06-27T22,18.19%,35.81%,27.44%,0.00%,18.56%,9.55,32.52
2023-06-27T23,18.50%,35.25%,27.74%,0.00%,18.52%,9.65,32.95
2023-06-28T00,19.21%,35.53%,28.76%,0.00%,16.50%,9.98,34.12
2023-06-28T01,20.68%,35.50%,30.14%,0.00%,13.68%,10.61,36.46
2023-06-28T02,21.96%,35.59%,31.74%,0.00%,10.71%,11.16,38.52
2023-06-28T03,23.11%,34.31%,33.93%,0.00%,8.64%,11.60,40.22
2023-06-28T04,21.68%,34.98%,36.27%,0.00%,7.07%,11.01,38.01
2023-06-28T05,19.11%,37.11%,39.27%,0.00%,4.51%,10.01,34.11
2023-06-28T06,16.82%,38.06%,42.25%,0.00%,2.86%,9.07,30.56
2023-06-28T07,17.64%,37.85%,44.46%,0.00%,0.06%,9.41,31.83
2023-06-28T08,18.40%,36.77%,46.60%,0.00%,-1.77%,9.69,32.95
2023-06-28T09,18.69%,35.78%,47.08%,0.00%,-1.55%,9.76,33.31
2023-06-28T10,18.51%,36.60%,46.53%,0.00%,-1.63%,9.72,33.10
2023-06-28T11,18.12%,38.26%,45.14%,0.00%,-1.52%,9.64,32.64
2023-06-28T12,18.08%,38.00%,44.18%,0.00%,-0.26%,9.61,32.56
2023-06-28T13,17.66%,39.31%,41.54%,0.00%,1.49%,9.49,32.01
2023-06-28T14,18.11%,40.10%,38.54%,0.00%,3.26%,9.72,32.81
2023-06-28T15,18.09%,39.12%,36.49%,0.00%,6.31%,9.66,32.67
2023-06-28T16,18.32%,37.15%,34.54%,0.00%,9.99%,9.67,32.85
2023-06-28T17,20.01%,35.23%,32.08%,0.00%,12.69%,10.30,35.36
2023-06-28T18,20.40%,35.22%,29.95%,0.00%,14.43%,10.47,35.99
2023-06-28T19,19.61%,34.75%,28.58%,0.00%,17.06%,10.11,34.67
2023-06-28T20,19.13%,33.78%,27.64%,0.00%,19.45%,9.86,33.81
2023-06-28T21,18.53%,34.45%,26.96%,0.00%,20.07%,9.63,32.92
2023-06-28T22,18.61%,34.53%,26.64%,0.01%,20.22%,9.75,33.26
2023-06-28T23,18.54%,35.14%,26.80%,0.00%,19.52%,9.67,33.01
2023-06-29T00,18.78%,34.89%,27.72%,0.00%,18.61%,9.76,33.36
2023-06-29T01,19.86%,34.53%,29.22%,0.00%,16.38%,10.21,35.06
2023-06-29T02,21.58%,35.88%,30.82%,0.00%,11.71%,11.01,37.93
2023-06-29T03,22.54%,34.86%,33.02%,0.00%,9.58%,11.38,39.37
2023-06-29T04,22.87%,35.91%,34.38%,0.00%,6.84%,11.57,39.99
2023-06-29T05,22.14%,34.60%,36.83%,0.00%,6.44%,11.19,38.70
2023-06-29T06,19.23%,34.36%,40.32%,0.00%,6.08%,9.93,34.04
2023-06-29T07,17.67%,36.67%,42.28%,0.00%,3.39%,9.37,31.77
2023-06-29T08,18.14%,39.05%,44.04%,0.00%,-1.23%,9.68,32.75
2023-06-29T09,18.67%,36.91%,45.00%,0.00%,-0.58%,9.81,33.39
2023-06-29T10,18.76%,36.72%,45.24%,0.00%,-0.73%,9.84,33.51
2023-06-29T11,18.26%,38.20%,44.00%,0.00%,-0.46%,9.69,32.86
2023-06-29T12,18.14%,38.01%,43.57%,0.00%,0.28%,9.63,32.65
2023-06-29T13,17.50%,39.51%,40.85%,0.00%,2.13%,9.43,31.78
2023-06-29T14,17.92%,39.16%,38.70%,0.00%,4.22%,9.59,32.41
2023-06-29T15,17.93%,36.70%,35.43%,0.00%,9.94%,9.48,32.18
2023-06-29T16,17.07%,34.65%,33.30%,0.00%,14.97%,9.01,30.62
2023-06-29T17,17.20%,31.91%,32.39%,0.00%,18.50%,8.94,30.56
2023-06-29T18,18.02%,28.56%,31.51%,0.00%,21.92%,9.13,31.54
2023-06-29T19,17.95%,27.83%,30.86%,0.00%,23.36%,9.06,31.36
2023-06-29T20,17.21%,27.38%,30.81%,0.00%,24.60%,8.72,30.13
2023-06-29T21,16.57%,28.42%,30.35%,0.02%,24.64%,8.65,29.60
2023-06-29T22,15.48%,28.69%,30.83%,0.00%,25.00%,8.04,27.49
2023-06-29T23,14.89%,29.47%,31.34%,0.00%,24.30%,7.82,26.64
2023-06-30T00,13.97%,28.19%,31.71%,0.00%,26.13%,7.37,25.05
2023-06-30T01,14.35%,30.11%,32.54%,0.00%,23.00%,7.62,25.83
2023-06-30T02,14.65%,31.79%,33.33%,0.00%,20.23%,7.83,26.48
2023-06-30T03,15.35%,32.41%,35.97%,0.00%,16.27%,8.16,27.65
2023-06-30T04,15.99%,34.02%,37.62%,0.00%,12.37%,8.52,28.84
2023-06-30T05,16.87%,35.34%,40.28%,0.00%,7.50%,8.96,30.37
2023-06-30T06,17.81%,36.38%,43.10%,0.00%,2.71%,9.41,31.97
2023-06-30T07,18.87%,34.25%,46.56%,0.00%,0.31%,9.77,33.45
2023-06-30T08,19.37%,32.33%,48.49%,0.00%,-0.19%,9.89,34.06
2023-06-30T09,19.46%,32.19%,49.10%,0.00%,-0.74%,9.92,34.19
2023-06-30T10,19.00%,32.21%,49.43%,0.00%,-0.64%,9.72,33.46
2023-06-30T11,18.45%,32.31%,49.10%,0.00%,0.14%,9.50,32.60
2023-06-30T12,18.30%,31.34%,48.72%,0.00%,1.64%,9.38,32.26
2023-06-30T13,17.02%,32.74%,45.84%,0.00%,4.40%,8.90,30.35
2023-06-30T14,16.44%,30.03%,44.33%,0.00%,9.20%,8.52,29.15
2023-06-30T15,15.25%,28.54%,41.11%,0.00%,15.11%,7.93,27.11
2023-06-30T16,14.45%,28.16%,38.96%,0.00%,18.43%,7.57,25.81
2023-06-30T17,13.66%,27.95%,36.24%,0.00%,22.15%,7.22,24.53
2023-06-30T18,13.49%,26.87%,34.93%,0.00%,24.71%,7.10,24.15
2023-06-30T19,13.37%,27.39%,33.69%,0.00%,25.55%,7.07,24.00
2023-06-30T20,13.27%,27.25%,32.46%,0.00%,27.03%,7.02,23.83
2023-06-30T21,14.11%,27.42%,31.71%,0.00%,26.76%,7.39,25.19
2023-06-30T22,16.42%,26.42%,31.56%,0.00%,25.60%,8.34,28.77
2023-06-30T23,17.12%,26.62%,31.74%,0.00%,24.52%,8.65,29.91
2023-07-01T00,18.40%,26.74%,33.34%,0.00%,21.52%,9.21,31.97
2023-07-01T01,18.62%,27.45%,34.43%,0.00%,19.49%,9.34,32.40
2023-07-01T02,18.03%,28.14%,36.00%,0.00%,17.83%,9.11,31.51
2023-07-01T03,18.47%,29.18%,38.36%,0.00%,13.99%,9.35,32.32
2023-07-01T04,18.19%,30.27%,39.95%,0.00%,11.60%,9.28,31.98
2023-07-01T05,18.86%,31.67%,42.02%,0.00%,7.44%,9.64,33.19
2023-07-01T06,19.76%,32.10%,44.08%,0.00%,4.06%,10.05,34.66
2023-07-01T07,20.90%,32.11%,46.73%,0.00%,0.27%,10.54,36.48
2023-07-01T08,21.83%,30.66%,48.68%,0.00%,-1.17%,10.87,37.83
2023-07-01T09,22.52%,28.57%,50.26%,0.00%,-1.34%,11.07,38.72
2023-07-01T10,22.71%,27.76%,50.78%,0.00%,-1.25%,11.11,38.95
2023-07-01T11,22.78%,27.09%,51.19%,0.00%,-1.06%,11.11,39.00
2023-07-01T12,21.75%,27.31%,50.45%,0.00%,0.49%,10.68,37.37
2023-07-01T13,20.44%,29.12%,47.36%,0.00%,3.08%,10.20,35.45
2023-07-01T14,19.05%,30.96%,43.61%,0.00%,6.38%,9.69,33.41
2023-07-01T15,17.42%,31.20%,39.73%,0.00%,11.66%,9.00,30.84
2023-07-01T16,16.28%,31.64%,36.62%,0.00%,15.46%,8.53,29.06
2023-07-01T17,16.40%,31.29%,34.76%,0.00%,17.55%,8.56,29.22
2023-07-01T18,15.77%,30.12%,33.11%,0.01%,20.98%,8.32,28.32
2023-07-01T19,15.66%,27.07%,33.87%,0.02%,23.39%,8.16,27.92
2023-07-01T20,15.24%,25.35%,34.11%,0.00%,25.29%,7.78,26.80
2023-07-01T21,15.48%,22.04%,35.01%,0.00%,27.47%,7.72,26.86
2023-07-01T22,15.46%,20.45%,35.96%,0.00%,28.13%,7.64,26.67
2023-07-01T23,16.03%,20.39%,37.13%,0.00%,26.45%,7.88,27.56
2023-07-02T00,15.94%,22.99%,37.71%,0.00%,23.36%,7.96,27.67
2023-07-02T01,16.04%,25.62%,38.09%,0.00%,20.26%,8.13,28.09
2023-07-02T02,16.62%,24.88%,39.34%,0.00%,19.16%,8.35,28.95
2023-07-02T03,17.32%,25.08%,41.34%,0.00%,16.26%,8.66,30.08
2023-07-02T04,18.32%,25.72%,43.64%,0.00%,12.32%,9.12,31.74
2023-07-02T05,19.21%,27.39%,45.83%,0.00%,7.57%,9.58,33.32
2023-07-02T06,20.38%,29.57%,48.76%,0.00%,1.29%,10.19,35.40
2023-07-02T07,21.52%,27.83%,51.43%,0.00%,-0.78%,10.60,37.06
2023-07-02T08,22.39%,25.88%,53.52%,0.00%,-1.79%,10.88,38.26
2023-07-02T09,22.83%,24.41%,54.60%,0.00%,-1.83%,11.00,38.81
2023-07-02T10,23.12%,23.44%,55.23%,0.00%,-1.79%,11.08,39.19
2023-07-02T11,23.24%,23.22%,55.46%,0.00%,-1.92%,11.12,39.35
2023-07-02T12,22.83%,23.98%,54.71%,0.00%,-1.52%,10.98,38.78
2023-07-02T13,21.27%,25.57%,50.97%,0.00%,2.19%,10.39,36.44
2023-07-02T14,19.53%,24.85%,46.68%,0.00%,8.94%,9.60,33.60
2023-07-02T15,17.77%,24.77%,42.56%,0.00%,14.89%,8.84,30.77
2023-07-02T16,16.18%,27.13%,38.63%,0.00%,18.07%,8.27,28.46
2023-07-02T17,15.16%,26.39%,35.68%,0.00%,22.77%,7.79,26.76
2023-07-02T18,15.23%,25.96%,33.53%,0.00%,25.28%,7.80,26.84
2023-07-02T19,15.44%,26.94%,32.26%,0.00%,25.35%,7.94,27.27
2023-07-02T20,15.62%,27.28%,31.70%,0.00%,25.40%,8.03,27.58
2023-07-02T21,15.24%,27.32%,31.46%,0.00%,25.99%,7.87,26.98
2023-07-02T22,15.27%,27.79%,31.43%,0.00%,25.51%,7.91,27.08
2023-07-02T23,15.50%,27.28%,32.17%,0.00%,25.05%,7.98,27.40
2023-07-03T00,15.62%,28.42%,33.82%,0.00%,22.14%,8.09,27.69
2023-07-03T01,15.82%,28.16%,35.76%,0.00%,20.27%,8.16,27.98
2023-07-03T02,16.00%,30.83%,37.25%,0.00%,15.92%,8.37,28.54
2023-07-03T03,16.95%,31.81%,39.93%,0.00%,11.31%,8.82,30.15
2023-07-03T04,18.11%,30.43%,42.61%,0.00%,8.85%,9.26,31.87
2023-07-03T05,19.59%,27.93%,46.51%,0.00%,5.96%,9.78,33.99
2023-07-03T06,21.04%,29.81%,49.59%,0.00%,-0.44%,10.49,36.48
2023-07-03T07,22.01%,26.36%,52.10%,0.00%,-0.46%,10.74,37.69
2023-07-03T08,22.56%,25.24%,53.86%,0.00%,-1.66%,10.92,38.46
2023-07-03T09,22.92%,23.65%,54.78%,0.00%,-1.34%,11.00,38.88
2023-07-03T10,22.07%,25.31%,54.23%,0.00%,-1.61%,10.72,37.68
2023-07-03T11,22.12%,25.44%,54.24%,0.00%,-1.81%,10.75,37.79
2023-07-03T12,22.02%,24.56%,54.10%,0.00%,-0.69%,10.66,37.54
2023-07-03T13,20.72%,25.63%,50.95%,0.00%,2.70%,10.15,35.57
2023-07-03T14,20.26%,26.99%,48.74%,0.00%,4.01%,10.02,34.96
2023-07-03T15,18.98%,30.11%,44.68%,0.00%,6.23%,9.62,33.22
2023-07-03T16,18.21%,29.97%,40.90%,0.00%,10.92%,9.28,31.98
2023-07-03T17,18.63%,30.00%,37.95%,0.00%,13.42%,9.46,32.65
2023-07-03T18,18.94%,28.98%,35.78%,0.00%,16.30%,9.55,33.05
2023-07-03T19,20.12%,27.89%,34.60%,0.00%,17.40%,10.00,34.83
2023-07-03T20,20.58%,26.52%,33.82%,0.00%,19.08%,10.13,35.42
2023-07-03T21,21.35%,25.28%,33.87%,0.00%,19.50%,10.41,36.53
2023-07-03T22,21.58%,25.73%,33.54%,0.00%,19.14%,10.53,36.95
2023-07-03T23,22.06%,24.94%,34.20%,0.00%,18.81%,10.69,37.63
2023-07-04T00,22.61%,24.90%,35.41%,0.00%,17.09%,10.93,38.50
2023-07-04T01,20.25%,26.95%,37.16%,0.00%,15.64%,10.01,34.95
2023-07-04T02,18.37%,29.85%,38.18%,0.00%,13.60%,9.34,32.22
2023-07-04T03,17.65%,29.73%,40.73%,0.00%,11.89%,9.02,31.06
2023-07-04T04,18.17%,31.01%,42.63%,0.00%,8.19%,9.31,32.02
2023-07-04T05,18.66%,28.58%,45.85%,0.00%,6.91%,9.41,32.56
2023-07-04T06,19.71%,27.16%,49.65%,0.00%,3.47%,9.79,34.10
2023-07-04T07,20.43%,27.55%,52.49%,0.00%,-0.47%,10.12,35.29
2023-07-04T08,20.67%,27.56%,53.97%,0.00%,-2.20%,10.22,35.68
2023-07-04T09,21.12%,25.67%,55.36%,0.00%,-2.16%,10.33,36.21
2023-07-04T10,21.57%,23.79%,56.58%,0.00%,-1.94%,10.43,36.75
2023-07-04T11,21.15%,24.52%,55.69%,0.00%,-1.36%,10.28,36.14
2023-07-04T12,21.02%,25.03%,55.12%,0.00%,-1.18%,10.25,35.99
