period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-04-27T12,16.77%,48.65%,9.62%,0.00%,24.96%,18.18,11.73
2023-04-27T13,16.93%,46.58%,9.33%,0.00%,27.15%,18.00,11.65
2023-04-27T14,14.31%,39.20%,9.21%,0.00%,37.29%,15.18,9.83
2023-04-27T15,12.38%,30.93%,8.96%,0.00%,47.73%,12.71,8.26
2023-04-27T16,11.77%,33.07%,8.87%,0.00%,46.29%,12.60,8.15
2023-04-27T17,11.39%,36.29%,8.75%,0.00%,43.57%,12.82,8.23
2023-04-27T18,11.57%,39.21%,8.56%,0.00%,40.65%,13.36,8.55
2023-04-27T19,11.30%,40.57%,8.43%,0.00%,39.71%,13.37,8.53
2023-04-27T20,11.44%,42.85%,8.36%,0.00%,37.35%,13.79,8.78
2023-04-27T21,12.18%,47.12%,8.24%,0.00%,32.45%,14.90,9.47
2023-04-27T22,13.71%,48.62%,8.06%,0.00%,29.62%,16.13,10.30
2023-04-27T23,14.79%,47.78%,7.97%,0.00%,29.46%,16.73,10.74
2023-04-28T00,14.96%,51.08%,8.01%,0.00%,25.96%,17.32,11.09
2023-04-28T01,17.21%,59.76%,8.16%,0.00%,14.87%,20.07,12.83
2023-04-28T02,17.24%,61.26%,8.29%,0.00%,13.21%,20.31,12.97
2023-04-28T03,15.13%,55.20%,8.38%,0.00%,21.28%,18.03,11.50
2023-04-28T04,13.19%,45.98%,8.82%,0.00%,32.02%,15.41,9.85
2023-04-28T05,11.23%,36.19%,9.43%,0.00%,43.16%,12.69,8.15
2023-04-28T06,9.95%,28.39%,10.06%,0.00%,51.60%,10.72,6.92
2023-04-28T07,9.99%,24.54%,10.45%,0.00%,55.03%,10.19,6.63
2023-04-28T08,9.78%,22.94%,10.71%,0.00%,56.58%,9.82,6.41
2023-04-28T09,9.52%,22.93%,10.82%,0.00%,56.74%,9.65,6.28
2023-04-28T10,9.60%,23.30%,10.74%,0.00%,56.36%,9.76,6.35
2023-04-28T11,9.79%,26.90%,10.31%,0.00%,53.01%,10.40,6.73
2023-04-28T12,10.99%,29.53%,9.66%,0.00%,49.81%,11.58,7.50
2023-04-28T13,11.52%,30.49%,9.38%,0.00%,48.61%,12.07,7.83
2023-04-28T14,10.38%,28.43%,9.21%,0.00%,51.98%,11.02,7.13
2023-04-28T15,9.11%,27.60%,8.97%,0.00%,54.32%,10.05,6.47
2023-04-28T16,8.46%,25.94%,8.75%,0.00%,56.85%,9.37,6.03
2023-04-28T17,8.13%,26.72%,8.49%,0.00%,56.66%,9.26,5.94
2023-04-28T18,7.86%,26.98%,8.18%,0.00%,56.98%,9.12,5.84
2023-04-28T19,7.99%,28.50%,7.92%,0.00%,55.59%,9.43,6.02
2023-04-28T20,8.83%,31.01%,7.68%,0.00%,52.47%,10.35,6.62
2023-04-28T21,10.84%,31.61%,7.54%,0.00%,50.01%,11.78,7.60
2023-04-28T22,11.19%,32.03%,7.49%,0.00%,49.29%,12.07,7.80
2023-04-28T23,10.18%,31.64%,7.57%,0.00%,50.61%,11.34,7.30
2023-04-29T00,9.81%,31.67%,7.89%,0.00%,50.63%,11.10,7.12
2023-04-29T01,11.44%,30.59%,8.20%,0.00%,49.78%,12.03,7.80
2023-04-29T02,13.66%,34.78%,8.35%,0.00%,43.21%,14.12,9.17
2023-04-29T03,15.89%,38.73%,8.66%,0.00%,36.71%,16.17,10.53
2023-04-29T04,16.17%,38.16%,9.17%,0.00%,36.50%,16.28,10.62
2023-04-29T05,15.24%,35.48%,9.62%,0.00%,39.67%,15.27,9.96
2023-04-29T06,11.50%,30.92%,10.13%,0.00%,47.45%,12.12,7.85
2023-04-29T07,10.34%,24.03%,10.56%,0.00%,55.07%,10.35,6.76
2023-04-29T08,10.61%,21.25%,10.79%,0.00%,57.35%,10.14,6.66
2023-04-29T09,10.64%,18.70%,10.93%,0.00%,59.73%,9.79,6.47
2023-04-29T10,10.16%,17.05%,10.93%,0.00%,61.86%,9.23,6.11
2023-04-29T11,9.71%,16.72%,10.80%,0.00%,62.77%,8.89,5.88
2023-04-29T12,9.19%,16.52%,10.53%,0.00%,63.75%,8.51,5.62
2023-04-29T13,9.33%,16.97%,10.29%,0.00%,63.41%,8.67,5.72
2023-04-29T14,9.21%,15.78%,9.90%,0.00%,65.12%,8.42,5.57
2023-04-29T15,8.96%,15.46%,9.70%,0.00%,65.88%,8.20,5.43
2023-04-29T16,8.66%,13.95%,9.58%,0.00%,67.82%,7.79,5.16
2023-04-29T17,8.50%,13.70%,9.63%,0.00%,68.17%,7.64,5.07
2023-04-29T18,8.38%,14.37%,9.72%,0.00%,67.53%,7.66,5.07
2023-04-29T19,7.91%,14.91%,9.75%,0.00%,67.44%,7.42,4.89
2023-04-29T20,7.90%,16.08%,9.72%,0.00%,66.29%,7.59,4.98
2023-04-29T21,7.83%,19.24%,9.65%,0.00%,63.28%,7.99,5.20
2023-04-29T22,7.71%,24.38%,9.49%,0.00%,58.42%,8.65,5.56
2023-04-29T23,7.59%,30.97%,9.36%,0.00%,52.08%,9.51,6.03
2023-04-30T00,7.80%,35.44%,9.28%,0.00%,47.48%,10.29,6.49
2023-04-30T01,11.21%,54.09%,9.37%,0.00%,25.33%,15.24,9.58
2023-04-30T02,16.18%,67.26%,9.31%,0.00%,7.24%,20.46,12.96
2023-04-30T03,17.11%,68.87%,9.63%,0.00%,4.38%,21.31,13.52
2023-04-30T04,16.94%,68.21%,9.84%,0.00%,5.02%,21.10,13.39
2023-04-30T05,17.15%,65.37%,10.33%,0.00%,7.15%,20.84,13.26
2023-04-30T06,17.78%,59.88%,10.74%,0.00%,11.59%,20.47,13.11
2023-04-30T07,17.16%,54.37%,11.04%,0.00%,17.43%,19.26,12.38
2023-04-30T08,14.59%,49.65%,11.28%,0.00%,24.47%,16.87,10.80
2023-04-30T09,13.40%,46.13%,11.45%,0.00%,29.02%,15.57,9.96
2023-04-30T10,11.50%,47.01%,11.46%,0.00%,30.03%,14.42,9.14
2023-04-30T11,11.36%,48.03%,11.39%,0.00%,29.22%,14.48,9.16
2023-04-30T12,12.28%,48.13%,11.21%,0.00%,28.37%,15.11,9.60
2023-04-30T13,11.89%,45.29%,11.02%,0.00%,31.80%,14.44,9.19
2023-04-30T14,10.86%,33.23%,10.60%,0.00%,45.31%,12.02,7.74
2023-04-30T15,10.59%,33.71%,10.27%,0.00%,45.43%,11.91,7.65
2023-04-30T16,10.40%,32.29%,10.00%,0.00%,47.31%,11.58,7.45
2023-04-30T17,11.15%,30.99%,9.67%,0.00%,48.19%,11.90,7.70
2023-04-30T18,12.08%,30.68%,9.34%,0.00%,47.90%,12.47,8.10
2023-04-30T19,11.68%,30.59%,8.91%,0.00%,48.82%,12.19,7.91
2023-04-30T20,11.23%,31.38%,8.49%,0.00%,48.90%,12.00,7.76
2023-04-30T21,10.86%,32.50%,8.09%,0.00%,48.54%,11.92,7.68
2023-04-30T22,11.03%,33.07%,7.74%,0.00%,48.16%,12.11,7.80
2023-04-30T23,11.16%,32.82%,7.51%,0.00%,48.51%,12.16,7.85
2023-05-01T00,10.91%,33.76%,7.49%,0.00%,47.84%,12.13,7.81
2023-05-01T01,11.95%,38.07%,7.67%,0.00%,42.31%,13.44,8.64
2023-05-01T02,11.31%,36.21%,7.79%,0.00%,44.70%,12.75,8.19
2023-05-01T03,10.97%,31.06%,8.00%,0.00%,49.97%,11.78,7.62
2023-05-01T04,10.11%,28.17%,8.56%,0.00%,53.15%,10.80,6.98
2023-05-01T05,10.02%,27.36%,9.30%,0.00%,53.32%,10.62,6.88
2023-05-01T06,10.61%,29.33%,10.07%,0.00%,50.00%,11.29,7.31
2023-05-01T07,10.60%,31.36%,10.54%,0.00%,47.49%,11.58,7.47
2023-05-01T08,11.28%,30.53%,10.88%,0.00%,47.30%,11.92,7.72
2023-05-01T09,11.46%,28.13%,11.06%,0.00%,49.35%,11.69,7.61
2023-05-01T10,11.35%,29.50%,10.92%,0.00%,48.23%,11.81,7.67
2023-05-01T11,11.11%,32.16%,10.49%,0.00%,46.24%,12.03,7.77
2023-05-01T12,11.15%,36.10%,9.85%,0.00%,42.89%,12.63,8.11
2023-05-01T13,11.77%,36.07%,9.61%,0.00%,42.55%,13.04,8.39
2023-05-01T14,10.04%,31.65%,9.44%,0.00%,48.87%,11.25,7.23
2023-05-01T15,9.76%,30.65%,9.17%,0.00%,50.42%,10.92,7.02
2023-05-01T16,9.71%,33.94%,8.89%,0.00%,47.45%,11.36,7.26
2023-05-01T17,10.99%,34.80%,8.64%,0.00%,45.58%,12.33,7.93
2023-05-01T18,12.08%,37.07%,8.34%,0.00%,42.51%,13.39,8.62
2023-05-01T19,12.24%,39.96%,8.03%,0.00%,39.76%,13.91,8.93
2023-05-01T20,12.08%,42.51%,7.72%,0.00%,37.69%,14.17,9.05
2023-05-01T21,12.14%,44.44%,7.43%,0.00%,35.98%,14.49,9.24
2023-05-01T22,12.54%,45.58%,7.21%,0.00%,34.68%,14.91,9.51
2023-05-01T23,13.23%,47.65%,7.20%,0.00%,31.92%,15.67,10.00
2023-05-02T00,13.73%,50.72%,7.36%,0.00%,28.19%,16.45,10.48
2023-05-02T01,14.45%,55.41%,7.65%,0.00%,22.50%,17.60,11.19
2023-05-02T02,14.70%,56.82%,7.77%,0.00%,20.71%,17.97,11.43
2023-05-02T03,13.53%,51.50%,7.95%,0.00%,27.02%,16.43,10.45
2023-05-02T04,12.40%,44.60%,8.46%,0.00%,34.55%,14.68,9.37
2023-05-02T05,10.68%,40.29%,9.11%,0.00%,39.92%,12.91,8.22
2023-05-02T06,8.76%,36.24%,9.72%,0.00%,45.28%,11.05,7.00
2023-05-02T07,8.78%,33.81%,10.04%,0.00%,47.37%,10.72,6.82
2023-05-02T08,9.02%,35.39%,10.29%,0.00%,45.30%,11.10,7.06
2023-05-02T09,9.30%,35.06%,10.44%,0.00%,45.19%,11.24,7.16
2023-05-02T10,10.12%,37.01%,10.42%,0.00%,42.45%,12.07,7.70
2023-05-02T11,11.15%,45.18%,10.05%,0.00%,33.62%,13.93,8.84
2023-05-02T12,13.79%,49.80%,9.49%,0.00%,26.92%,16.35,10.44
2023-05-02T13,15.25%,51.35%,9.29%,0.00%,24.11%,17.55,11.24
2023-05-02T14,16.64%,50.58%,9.10%,0.00%,23.67%,18.38,11.83
2023-05-02T15,17.04%,47.90%,8.80%,0.00%,26.26%,18.25,11.80
2023-05-02T16,14.79%,44.56%,8.54%,0.00%,32.11%,16.27,10.49
2023-05-02T17,13.62%,42.91%,8.33%,0.00%,35.15%,15.25,9.80
2023-05-02T18,13.45%,42.10%,8.08%,0.00%,36.37%,15.02,9.66
2023-05-02T19,13.57%,42.81%,7.85%,0.00%,35.77%,15.20,9.77
2023-05-02T20,14.11%,43.35%,7.61%,0.00%,34.93%,15.65,10.07
2023-05-02T21,14.24%,44.11%,7.44%,0.00%,34.21%,15.84,10.19
2023-05-02T22,14.31%,45.71%,7.31%,0.00%,32.67%,16.11,10.35
2023-05-02T23,14.63%,46.40%,7.32%,0.00%,31.65%,16.43,10.56
2023-05-03T00,15.50%,46.81%,7.38%,0.00%,30.31%,17.07,10.99
2023-05-03T01,16.09%,49.53%,7.53%,0.00%,26.85%,17.85,11.49
2023-05-03T02,17.21%,52.13%,7.65%,0.00%,23.02%,18.97,12.22
2023-05-03T03,17.10%,51.75%,7.79%,0.00%,23.37%,18.85,12.14
2023-05-03T04,16.42%,47.93%,8.26%,0.00%,27.39%,17.84,11.52
2023-05-03T05,18.05%,47.97%,8.92%,0.00%,25.05%,18.94,12.28
2023-05-03T06,20.41%,51.97%,9.51%,0.00%,18.11%,21.09,13.70
2023-05-03T07,20.94%,52.92%,9.98%,0.00%,16.16%,21.58,14.03
2023-05-03T08,19.76%,51.97%,10.29%,0.00%,17.98%,20.66,13.40
2023-05-03T09,20.89%,52.92%,10.45%,0.00%,15.74%,21.55,14.01
2023-05-03T10,20.23%,54.38%,10.46%,0.00%,14.93%,21.32,13.81
2023-05-03T11,19.32%,55.65%,10.09%,0.00%,14.93%,20.89,13.49
2023-05-03T12,20.59%,56.48%,9.47%,0.00%,13.46%,21.86,14.15
2023-05-03T13,19.34%,55.53%,9.25%,0.00%,15.88%,20.89,13.49
2023-05-03T14,16.51%,48.62%,9.04%,0.00%,25.84%,18.00,11.61
2023-05-03T15,14.22%,40.57%,8.70%,0.00%,36.51%,15.32,9.90
2023-05-03T16,13.03%,43.05%,8.39%,0.00%,35.54%,14.88,9.54
2023-05-03T17,12.61%,44.24%,8.05%,0.00%,35.10%,14.77,9.44
2023-05-03T18,12.92%,44.00%,7.77%,0.00%,35.31%,14.94,9.57
2023-05-03T19,14.72%,44.93%,7.47%,0.00%,32.88%,16.28,10.48
2023-05-03T20,15.86%,45.28%,7.22%,0.00%,31.64%,17.09,11.04
2023-05-03T21,16.08%,46.49%,7.01%,0.00%,30.43%,17.41,11.24
2023-05-03T22,16.14%,48.32%,6.86%,0.00%,28.68%,17.71,11.42
2023-05-03T23,15.94%,49.21%,6.87%,0.00%,27.99%,17.70,11.39
2023-05-04T00,15.81%,50.58%,7.01%,0.00%,26.60%,17.82,11.45
2023-05-04T01,15.87%,50.38%,7.25%,0.00%,26.50%,17.83,11.46
2023-05-04T02,15.54%,48.74%,7.35%,0.00%,28.37%,17.37,11.17
2023-05-04T03,14.50%,43.62%,7.58%,0.00%,34.30%,15.94,10.27
2023-05-04T04,13.87%,37.92%,8.11%,0.00%,40.10%,14.71,9.52
2023-05-04T05,12.26%,36.74%,8.71%,0.00%,42.29%,13.46,8.67
2023-05-04T06,11.53%,35.99%,9.35%,0.00%,43.13%,12.87,8.28
2023-05-04T07,12.53%,34.57%,9.79%,0.00%,43.11%,13.33,8.63
2023-05-04T08,13.21%,35.60%,10.11%,0.00%,41.08%,13.93,9.03
2023-05-04T09,13.64%,36.54%,10.41%,0.00%,39.42%,14.35,9.30
2023-05-04T10,14.87%,43.18%,10.35%,0.00%,31.60%,16.13,10.41
2023-05-04T11,19.30%,46.24%,9.88%,0.00%,24.58%,19.53,12.72
2023-05-04T12,20.59%,47.66%,9.27%,0.00%,22.49%,20.59,13.44
2023-05-04T13,18.90%,46.20%,9.00%,0.00%,25.90%,19.25,12.53
2023-05-04T14,18.96%,44.81%,8.83%,0.00%,27.40%,19.10,12.45
2023-05-04T15,19.42%,43.60%,8.55%,0.00%,28.43%,19.23,12.57
2023-05-04T16,18.72%,42.08%,8.27%,0.00%,30.93%,18.55,12.12
2023-05-04T17,16.89%,40.47%,7.98%,0.00%,34.66%,17.09,11.14
2023-05-04T18,15.59%,39.99%,7.72%,0.00%,36.71%,16.15,10.49
2023-05-04T19,15.44%,39.60%,7.44%,0.00%,37.52%,16.00,10.39
2023-05-04T20,14.90%,38.50%,7.24%,0.00%,39.36%,15.48,10.05
2023-05-04T21,14.44%,38.14%,7.06%,0.00%,40.35%,15.12,9.81
2023-05-04T22,14.36%,39.38%,6.99%,0.00%,39.28%,15.24,9.87
2023-05-04T23,15.37%,40.02%,6.92%,0.00%,37.69%,16.01,10.39
2023-05-05T00,15.68%,41.04%,7.04%,0.00%,36.25%,16.36,10.62
2023-05-05T01,17.58%,46.44%,7.25%,0.00%,28.73%,18.41,11.94
2023-05-05T02,19.05%,51.87%,7.38%,0.00%,21.70%,20.17,13.06
2023-05-05T03,19.15%,50.17%,7.49%,0.00%,23.19%,19.99,12.97
2023-05-05T04,18.96%,45.06%,7.84%,0.00%,28.13%,19.13,12.47
2023-05-05T05,18.78%,40.93%,8.25%,0.00%,32.04%,18.42,12.06
2023-05-05T06,15.87%,35.86%,8.71%,0.00%,39.56%,15.75,10.29
2023-05-05T07,13.29%,28.90%,9.04%,0.00%,48.77%,13.03,8.53
2023-05-05T08,12.37%,26.65%,9.25%,0.00%,51.73%,12.09,7.92
2023-05-05T09,11.93%,24.78%,9.39%,0.00%,53.90%,11.52,7.56
2023-05-05T10,12.72%,26.17%,9.32%,0.00%,51.79%,12.25,8.04
2023-05-05T11,12.88%,30.37%,9.04%,0.00%,47.71%,12.96,8.45
2023-05-05T12,14.47%,36.40%,8.59%,0.00%,40.53%,14.89,9.68
2023-05-05T13,15.01%,38.80%,8.39%,0.00%,37.80%,15.59,10.12
2023-05-05T14,16.07%,37.93%,8.10%,0.00%,37.90%,16.18,10.55
2023-05-05T15,17.48%,38.95%,7.74%,0.00%,35.83%,17.27,11.29
2023-05-05T16,16.96%,42.45%,7.31%,0.00%,33.27%,17.42,11.33
2023-05-05T17,16.81%,44.26%,6.94%,0.00%,31.99%,17.58,11.41
2023-05-05T18,16.91%,46.11%,6.63%,0.00%,30.35%,17.91,11.60
2023-05-05T19,15.58%,46.85%,6.26%,0.00%,31.31%,17.13,11.04
2023-05-05T20,14.38%,46.48%,5.97%,0.00%,33.17%,16.28,10.45
2023-05-05T21,13.78%,45.56%,5.78%,0.00%,34.89%,15.74,10.09
2023-05-05T22,14.07%,45.71%,5.70%,0.00%,34.52%,15.96,10.24
2023-05-05T23,14.04%,45.52%,5.66%,0.00%,34.77%,15.91,10.21
2023-05-06T00,14.51%,46.42%,5.79%,0.00%,33.29%,16.35,10.50
2023-05-06T01,15.29%,49.64%,6.07%,0.00%,29.01%,17.33,11.13
2023-05-06T02,16.20%,52.26%,6.32%,0.00%,25.22%,18.32,11.76
2023-05-06T03,15.48%,49.73%,6.59%,0.00%,28.20%,17.47,11.22
2023-05-06T04,15.41%,45.05%,7.01%,0.00%,32.52%,16.76,10.82
2023-05-06T05,13.84%,40.65%,7.52%,0.00%,37.99%,15.08,9.73
2023-05-06T06,12.58%,38.49%,8.08%,0.00%,40.85%,13.92,8.96
2023-05-06T07,12.12%,36.53%,8.55%,0.00%,42.81%,13.34,8.59
2023-05-06T08,11.62%,33.02%,8.96%,0.00%,46.40%,12.50,8.08
2023-05-06T09,11.50%,30.74%,9.30%,0.00%,48.45%,12.10,7.84
2023-05-06T10,11.23%,31.53%,9.56%,0.00%,47.68%,12.02,7.77
2023-05-06T11,10.93%,32.10%,9.57%,0.00%,47.40%,11.91,7.68
2023-05-06T12,11.21%,32.78%,9.52%,0.00%,46.48%,12.19,7.87
2023-05-06T13,11.52%,33.22%,9.37%,0.00%,45.90%,12.46,8.05
2023-05-06T14,11.35%,32.50%,8.81%,0.00%,47.35%,12.24,7.91
2023-05-06T15,10.46%,31.77%,8.21%,0.00%,49.56%,11.54,7.43
2023-05-06T16,9.96%,33.49%,7.66%,0.00%,48.89%,11.46,7.34
2023-05-06T17,11.39%,39.55%,7.25%,0.00%,41.82%,13.28,8.49
2023-05-06T18,12.82%,44.35%,6.93%,0.00%,35.91%,14.92,9.55
2023-05-06T19,14.34%,46.97%,6.63%,0.00%,32.06%,16.32,10.47
2023-05-06T20,14.95%,48.20%,6.40%,0.00%,30.44%,16.90,10.85
2023-05-06T21,15.10%,49.47%,6.28%,0.00%,29.14%,17.19,11.02
2023-05-06T22,14.72%,50.05%,6.22%,0.00%,29.00%,17.01,10.89
2023-05-06T23,13.14%,47.66%,6.24%,0.00%,32.96%,15.61,9.96
2023-05-07T00,11.68%,46.55%,6.37%,0.00%,35.40%,14.48,9.19
2023-05-07T01,11.79%,49.61%,6.61%,0.00%,32.00%,14.99,9.49
2023-05-07T02,12.31%,51.44%,6.81%,0.00%,29.44%,15.60,9.88
2023-05-07T03,12.85%,50.59%,7.02%,0.00%,29.54%,15.84,10.06
2023-05-07T04,13.60%,45.95%,7.38%,0.00%,33.07%,15.67,10.04
2023-05-07T05,13.37%,43.60%,7.85%,0.00%,35.17%,15.19,9.74
2023-05-07T06,13.99%,42.35%,8.40%,0.00%,35.27%,15.42,9.93
2023-05-07T07,14.39%,41.07%,8.76%,0.00%,35.78%,15.50,10.02
2023-05-07T08,13.43%,39.55%,9.09%,0.00%,37.93%,14.64,9.45
2023-05-07T09,12.70%,38.15%,9.32%,0.00%,39.83%,13.96,8.99
2023-05-07T10,12.59%,37.29%,9.46%,0.00%,40.67%,13.76,8.87
2023-05-07T11,12.69%,36.84%,9.52%,0.00%,40.95%,13.76,8.88
2023-05-07T12,12.45%,36.29%,9.48%,0.00%,41.78%,13.52,8.73
2023-05-07T13,12.17%,35.40%,9.37%,0.00%,43.07%,13.21,8.52
2023-05-07T14,11.80%,37.86%,8.93%,0.00%,41.42%,13.31,8.55
2023-05-07T15,11.38%,40.10%,8.49%,0.00%,40.02%,13.36,8.54
2023-05-07T16,10.93%,39.78%,8.16%,0.00%,41.13%,13.01,8.30
2023-05-07T17,10.67%,41.52%,7.94%,0.00%,39.86%,13.09,8.32
2023-05-07T18,10.54%,42.15%,7.78%,0.00%,39.53%,13.09,8.31
2023-05-07T19,10.65%,40.03%,7.64%,0.00%,41.68%,12.85,8.19
2023-05-07T20,11.16%,36.23%,7.49%,0.00%,45.12%,12.65,8.12
2023-05-07T21,10.82%,33.80%,7.32%,0.00%,48.06%,12.08,7.77
2023-05-07T22,10.64%,33.09%,7.18%,0.00%,49.09%,11.85,7.62
2023-05-07T23,10.49%,34.94%,7.08%,0.00%,47.48%,12.02,7.70
2023-05-08T00,10.61%,37.92%,7.11%,0.00%,44.37%,12.52,8.00
2023-05-08T01,11.04%,43.01%,7.23%,0.00%,38.73%,13.54,8.61
2023-05-08T02,11.36%,45.68%,7.26%,0.00%,35.71%,14.14,8.97
2023-05-08T03,11.47%,39.87%,7.37%,0.00%,41.30%,13.38,8.56
2023-05-08T04,11.90%,36.53%,7.71%,0.00%,43.85%,13.19,8.49
2023-05-08T05,11.71%,33.06%,8.22%,0.00%,47.01%,12.56,8.12
2023-05-08T06,12.24%,32.06%,8.74%,0.00%,46.96%,12.78,8.29
2023-05-08T07,12.52%,31.61%,9.09%,0.00%,46.78%,12.90,8.39
2023-05-08T08,12.92%,32.42%,9.37%,0.00%,45.29%,13.28,8.63
2023-05-08T09,13.15%,35.08%,9.41%,0.00%,42.36%,13.82,8.96
2023-05-08T10,12.98%,37.84%,9.31%,0.00%,39.87%,14.10,9.10
2023-05-08T11,12.81%,38.77%,9.00%,0.00%,39.42%,14.12,9.09
2023-05-08T12,12.43%,39.67%,8.49%,0.00%,39.41%,14.00,8.99
2023-05-08T13,12.28%,38.53%,8.29%,0.00%,40.90%,13.73,8.83
2023-05-08T14,12.03%,40.00%,8.06%,0.00%,39.91%,13.78,8.83
2023-05-08T15,11.62%,39.95%,7.75%,0.00%,40.68%,13.49,8.63
2023-05-08T16,12.12%,39.33%,7.43%,0.00%,41.12%,13.74,8.82
2023-05-08T17,12.69%,43.29%,7.14%,0.00%,36.88%,14.69,9.40
2023-05-08T18,13.61%,46.51%,6.90%,0.00%,32.98%,15.76,10.09
2023-05-08T19,15.23%,48.78%,6.62%,0.00%,29.36%,17.17,11.03
2023-05-08T20,15.57%,50.85%,6.37%,0.00%,27.20%,17.70,11.35
2023-05-08T21,15.36%,51.76%,6.22%,0.00%,26.66%,17.69,11.33
2023-05-08T22,15.05%,50.62%,6.12%,0.00%,28.21%,17.31,11.09
2023-05-08T23,15.08%,49.95%,6.09%,0.00%,28.88%,17.24,11.05
2023-05-09T00,15.31%,51.02%,6.22%,0.00%,27.44%,17.55,11.25
2023-05-09T01,16.14%,54.11%,6.50%,0.00%,23.24%,18.55,11.88
2023-05-09T02,16.53%,55.26%,6.67%,0.00%,21.55%,18.97,12.16
2023-05-09T03,14.94%,51.29%,6.83%,0.00%,26.94%,17.34,11.09
2023-05-09T04,14.27%,41.79%,7.28%,0.00%,36.66%,15.53,10.02
2023-05-09T05,14.33%,38.53%,7.85%,0.00%,39.29%,15.10,9.79
2023-05-09T06,13.61%,35.47%,8.43%,0.00%,42.49%,14.18,9.20
2023-05-09T07,13.16%,31.60%,8.93%,0.00%,46.30%,13.33,8.68
2023-05-09T08,12.89%,30.60%,9.26%,0.00%,47.24%,13.00,8.48
2023-05-09T09,13.36%,33.58%,9.50%,0.00%,43.56%,13.74,8.93
2023-05-09T10,13.67%,38.11%,9.53%,0.00%,38.69%,14.60,9.44
2023-05-09T11,13.41%,39.83%,9.30%,0.00%,37.46%,14.67,9.46
2023-05-09T12,13.85%,42.96%,8.77%,0.00%,34.42%,15.42,9.92
2023-05-09T13,16.10%,47.37%,8.60%,0.00%,27.93%,17.55,11.32
2023-05-09T14,16.17%,46.69%,8.39%,0.00%,28.75%,17.50,11.30
2023-05-09T15,16.31%,46.56%,8.07%,0.00%,29.06%,17.58,11.35
2023-05-09T16,16.50%,47.45%,7.89%,0.00%,28.16%,17.83,11.52
2023-05-09T17,16.87%,48.91%,7.77%,0.00%,26.45%,18.29,11.81
2023-05-09T18,16.43%,48.88%,7.57%,0.00%,27.12%,17.99,11.60
2023-05-09T19,14.69%,47.40%,7.38%,0.00%,30.53%,16.62,10.67
2023-05-09T20,13.54%,44.32%,7.26%,0.00%,34.88%,15.41,9.88
2023-05-09T21,12.96%,43.73%,7.12%,0.00%,36.18%,14.93,9.57
2023-05-09T22,12.93%,43.05%,7.06%,0.00%,36.96%,14.81,9.49
2023-05-09T23,12.06%,40.70%,7.06%,0.00%,40.18%,13.89,8.90
2023-05-10T00,11.78%,38.97%,7.17%,0.00%,42.07%,13.46,8.63
2023-05-10T01,11.84%,42.21%,7.30%,0.00%,38.65%,13.96,8.92
2023-05-10T02,12.57%,45.08%,7.35%,0.00%,35.01%,14.86,9.49
2023-05-10T03,13.03%,43.08%,7.51%,0.00%,36.37%,14.89,9.54
2023-05-10T04,12.79%,38.89%,7.90%,0.00%,40.41%,14.13,9.10
2023-05-10T05,13.50%,34.92%,8.42%,0.00%,43.16%,14.03,9.11
2023-05-10T06,12.64%,30.82%,8.92%,0.00%,47.62%,12.87,8.38
2023-05-10T07,12.65%,32.89%,9.37%,0.00%,45.08%,13.17,8.55
2023-05-10T08,13.11%,37.63%,9.64%,0.00%,39.62%,14.16,9.14
2023-05-10T09,15.45%,43.88%,9.79%,0.00%,30.89%,16.61,10.74
2023-05-10T10,17.49%,46.56%,9.72%,0.00%,26.22%,18.37,11.91
2023-05-10T11,19.53%,49.41%,9.41%,0.00%,21.64%,20.14,13.09
2023-05-10T12,19.90%,52.26%,8.93%,0.00%,18.91%,20.79,13.49
2023-05-10T13,18.99%,51.20%,8.71%,0.00%,21.10%,20.03,12.98
2023-05-10T14,17.79%,50.21%,8.54%,0.00%,23.45%,19.09,12.34
2023-05-10T15,17.05%,47.48%,8.33%,0.00%,27.14%,18.20,11.78
2023-05-10T16,15.14%,43.40%,8.18%,0.00%,33.28%,16.34,10.56
2023-05-10T17,13.46%,41.48%,7.97%,0.00%,37.09%,14.94,9.62
2023-05-10T18,13.26%,39.84%,7.78%,0.00%,39.12%,14.57,9.39
2023-05-10T19,13.18%,37.79%,7.62%,0.00%,41.42%,14.22,9.19
2023-05-10T20,12.78%,36.17%,7.49%,0.00%,43.56%,13.73,8.87
2023-05-10T21,12.08%,36.53%,7.40%,0.00%,43.99%,13.31,8.57
2023-05-10T22,11.78%,36.12%,7.28%,0.00%,44.82%,13.05,8.40
2023-05-10T23,11.62%,35.86%,7.18%,0.00%,45.34%,12.90,8.30
2023-05-11T00,11.66%,37.01%,7.22%,0.00%,44.11%,13.10,8.41
2023-05-11T01,11.93%,38.47%,7.36%,0.00%,42.24%,13.49,8.66
2023-05-11T02,12.93%,40.89%,7.37%,0.00%,38.82%,14.50,9.32
2023-05-11T03,13.00%,38.23%,7.52%,0.00%,41.26%,14.17,9.14
2023-05-11T04,12.97%,34.67%,7.93%,0.00%,44.44%,13.64,8.84
2023-05-11T05,11.95%,33.26%,8.50%,0.00%,46.29%,12.75,8.25
2023-05-11T06,11.60%,31.07%,8.99%,0.00%,48.34%,12.21,7.91
